question_id,image_id,anwser.similar,image.path
8222,92,2,img/bm/train/1/139.jpg
8222,28,2,img/bm/train/0/51.jpg
8211,189,2,img/bm/test/1/148.jpg
8211,92,2,img/bm/train/1/139.jpg
8211,28,2,img/bm/train/0/51.jpg
8210,188,2,img/bm/test/1/147.jpg
8210,95,2,img/bm/train/1/153.jpg
8210,28,2,img/bm/train/0/51.jpg
8194,172,2,img/bm/test/0/91.jpg
8194,13,2,img/bm/train/0/18.jpg
8194,108,2,img/bm/train/1/173.jpg
8200,178,1,img/bm/test/0/97.jpg
8200,55,1,img/bm/train/0/83.jpg
8200,101,1,img/bm/train/1/166.jpg
8201,179,1,img/bm/test/0/98.jpg
8201,44,1,img/bm/train/0/71.jpg
8201,108,1,img/bm/train/1/173.jpg
8218,196,2,img/bm/test/1/195.jpg
8218,92,2,img/bm/train/1/139.jpg
8218,28,2,img/bm/train/0/51.jpg
8197,175,1,img/bm/test/0/94.jpg
8197,31,1,img/bm/train/0/54.jpg
8197,108,1,img/bm/train/1/173.jpg
8215,193,2,img/bm/test/1/192.jpg
8215,90,2,img/bm/train/1/137.jpg
8215,28,2,img/bm/train/0/51.jpg
8183,161,1,img/bm/test/0/40.jpg
8183,9,1,img/bm/train/0/12.jpg
8183,108,1,img/bm/train/1/173.jpg
8216,194,2,img/bm/test/1/193.jpg
8216,82,2,img/bm/train/1/127.jpg
8216,28,2,img/bm/train/0/51.jpg
8204,182,2,img/bm/test/1/141.jpg
8204,90,2,img/bm/train/1/137.jpg
8204,28,2,img/bm/train/0/51.jpg
8187,165,2,img/bm/test/0/44.jpg
8187,44,2,img/bm/train/0/71.jpg
8187,108,2,img/bm/train/1/173.jpg
8184,162,2,img/bm/test/0/41.jpg
8184,44,2,img/bm/train/0/71.jpg
8184,108,2,img/bm/train/1/173.jpg
8196,174,2,img/bm/test/0/93.jpg
8196,44,2,img/bm/train/0/71.jpg
8196,108,2,img/bm/train/1/173.jpg
8190,168,2,img/bm/test/0/47.jpg
8190,55,2,img/bm/train/0/83.jpg
8190,99,2,img/bm/train/1/161.jpg
8198,176,1,img/bm/test/0/95.jpg
8198,13,1,img/bm/train/0/18.jpg
8198,108,1,img/bm/train/1/173.jpg
8189,167,2,img/bm/test/0/46.jpg
8189,55,2,img/bm/train/0/83.jpg
8189,108,2,img/bm/train/1/173.jpg
8191,169,2,img/bm/test/0/48.jpg
8191,31,2,img/bm/train/0/54.jpg
8191,108,2,img/bm/train/1/173.jpg
8203,181,2,img/bm/test/1/140.jpg
8203,107,2,img/bm/train/1/172.jpg
8203,28,2,img/bm/train/0/51.jpg
8206,184,1,img/bm/test/1/143.jpg
8206,92,1,img/bm/train/1/139.jpg
8206,28,1,img/bm/train/0/51.jpg
8209,187,1,img/bm/test/1/146.jpg
8209,94,1,img/bm/train/1/152.jpg
8209,28,1,img/bm/train/0/51.jpg
8214,192,1,img/bm/test/1/191.jpg
8214,78,1,img/bm/train/1/120.jpg
8214,28,1,img/bm/train/0/51.jpg
8213,191,2,img/bm/test/1/190.jpg
8213,90,2,img/bm/train/1/137.jpg
8213,5,2,img/bm/train/0/7.jpg
8195,173,2,img/bm/test/0/92.jpg
8195,44,2,img/bm/train/0/71.jpg
8195,108,2,img/bm/train/1/173.jpg
8208,186,2,img/bm/test/1/145.jpg
8208,68,2,img/bm/train/1/107.jpg
8208,28,2,img/bm/train/0/51.jpg
8205,183,1,img/bm/test/1/142.jpg
8205,83,1,img/bm/train/1/128.jpg
8205,28,1,img/bm/train/0/51.jpg
8186,164,2,img/bm/test/0/43.jpg
8186,55,2,img/bm/train/0/83.jpg
8186,108,2,img/bm/train/1/173.jpg
8199,177,2,img/bm/test/0/96.jpg
8199,13,2,img/bm/train/0/18.jpg
8199,108,2,img/bm/train/1/173.jpg
8202,180,1,img/bm/test/0/99.jpg
8202,44,1,img/bm/train/0/71.jpg
8202,108,1,img/bm/train/1/173.jpg
8185,163,1,img/bm/test/0/42.jpg
8185,55,1,img/bm/train/0/83.jpg
8185,108,1,img/bm/train/1/173.jpg
8217,195,2,img/bm/test/1/194.jpg
8217,92,2,img/bm/train/1/139.jpg
8217,28,2,img/bm/train/0/51.jpg
8212,190,1,img/bm/test/1/149.jpg
8212,82,1,img/bm/train/1/127.jpg
8212,28,1,img/bm/train/0/51.jpg
8207,185,1,img/bm/test/1/144.jpg
8207,92,1,img/bm/train/1/139.jpg
8207,5,1,img/bm/train/0/7.jpg
8193,171,1,img/bm/test/0/90.jpg
8193,44,1,img/bm/train/0/71.jpg
8193,108,1,img/bm/train/1/173.jpg
8192,170,2,img/bm/test/0/49.jpg
8192,55,2,img/bm/train/0/83.jpg
8192,108,2,img/bm/train/1/173.jpg
8188,166,1,img/bm/test/0/45.jpg
8188,44,1,img/bm/train/0/71.jpg
8188,101,1,img/bm/train/1/166.jpg
8220,198,1,img/bm/test/1/197.jpg
8220,82,1,img/bm/train/1/127.jpg
8220,28,1,img/bm/train/0/51.jpg
8323,183,1,img/bm/test/1/142.jpg
8323,30,1,img/bm/train/0/53.jpg
8323,80,1,img/bm/train/1/122.jpg
8321,181,2,img/bm/test/1/140.jpg
8321,36,2,img/bm/train/0/60.jpg
8321,85,2,img/bm/train/1/131.jpg
8326,186,1,img/bm/test/1/145.jpg
8326,2,1,img/bm/train/0/2.jpg
8326,70,1,img/bm/train/1/109.jpg
8305,165,2,img/bm/test/0/44.jpg
8305,10,2,img/bm/train/0/13.jpg
8305,80,2,img/bm/train/1/122.jpg
8311,171,2,img/bm/test/0/90.jpg
8311,39,2,img/bm/train/0/65.jpg
8311,100,2,img/bm/train/1/163.jpg
8316,176,1,img/bm/test/0/95.jpg
8316,10,1,img/bm/train/0/13.jpg
8316,81,1,img/bm/train/1/124.jpg
8329,189,2,img/bm/test/1/148.jpg
8329,53,2,img/bm/train/0/81.jpg
8329,84,2,img/bm/train/1/130.jpg
8312,172,2,img/bm/test/0/91.jpg
8312,24,2,img/bm/train/0/34.jpg
8312,107,2,img/bm/train/1/172.jpg
8319,179,1,img/bm/test/0/98.jpg
8319,16,1,img/bm/train/0/23.jpg
8319,108,1,img/bm/train/1/173.jpg
8330,190,1,img/bm/test/1/149.jpg
8330,36,1,img/bm/train/0/60.jpg
8330,72,1,img/bm/train/1/111.jpg
8328,188,2,img/bm/test/1/147.jpg
8328,32,2,img/bm/train/0/55.jpg
8328,71,2,img/bm/train/1/110.jpg
8336,196,1,img/bm/test/1/195.jpg
8336,41,1,img/bm/train/0/67.jpg
8336,113,1,img/bm/train/1/180.jpg
8338,198,1,img/bm/test/1/197.jpg
8338,5,1,img/bm/train/0/7.jpg
8338,102,1,img/bm/train/1/167.jpg
8303,163,2,img/bm/test/0/42.jpg
8303,4,2,img/bm/train/0/5.jpg
8303,120,2,img/bm/train/1/189.jpg
8340,200,1,img/bm/test/1/199.jpg
8340,32,1,img/bm/train/0/55.jpg
8340,117,1,img/bm/train/1/184.jpg
8331,191,2,img/bm/test/1/190.jpg
8331,51,2,img/bm/train/0/79.jpg
8331,116,2,img/bm/train/1/183.jpg
8335,195,2,img/bm/test/1/194.jpg
8335,6,2,img/bm/train/0/8.jpg
8335,99,2,img/bm/train/1/161.jpg
8317,177,1,img/bm/test/0/96.jpg
8317,52,1,img/bm/train/0/80.jpg
8317,77,1,img/bm/train/1/119.jpg
8337,197,1,img/bm/test/1/196.jpg
8337,18,1,img/bm/train/0/25.jpg
8337,76,1,img/bm/train/1/116.jpg
8309,169,2,img/bm/test/0/48.jpg
8309,25,2,img/bm/train/0/35.jpg
8309,73,2,img/bm/train/1/113.jpg
8314,174,2,img/bm/test/0/93.jpg
8314,38,2,img/bm/train/0/63.jpg
8314,86,2,img/bm/train/1/132.jpg
8306,166,1,img/bm/test/0/45.jpg
8306,22,1,img/bm/train/0/31.jpg
8306,111,1,img/bm/train/1/177.jpg
8318,178,1,img/bm/test/0/97.jpg
8318,52,1,img/bm/train/0/80.jpg
8318,66,1,img/bm/train/1/105.jpg
8315,175,1,img/bm/test/0/94.jpg
8315,14,1,img/bm/train/0/20.jpg
8315,69,1,img/bm/train/1/108.jpg
8334,194,1,img/bm/test/1/193.jpg
8334,37,1,img/bm/train/0/61.jpg
8334,114,1,img/bm/train/1/181.jpg
8308,168,2,img/bm/test/0/47.jpg
8308,7,2,img/bm/train/0/9.jpg
8308,85,2,img/bm/train/1/131.jpg
8333,193,1,img/bm/test/1/192.jpg
8333,1,1,img/bm/train/0/0.jpg
8333,61,1,img/bm/train/1/100.jpg
8302,162,2,img/bm/test/0/41.jpg
8302,54,2,img/bm/train/0/82.jpg
8302,61,2,img/bm/train/1/100.jpg
8327,187,2,img/bm/test/1/146.jpg
8327,58,2,img/bm/train/0/87.jpg
8327,93,2,img/bm/train/1/150.jpg
8313,173,2,img/bm/test/0/92.jpg
8313,25,2,img/bm/train/0/35.jpg
8313,78,2,img/bm/train/1/120.jpg
8332,192,2,img/bm/test/1/191.jpg
8332,29,2,img/bm/train/0/52.jpg
8332,95,2,img/bm/train/1/153.jpg
8325,185,1,img/bm/test/1/144.jpg
8325,40,1,img/bm/train/0/66.jpg
8325,93,1,img/bm/train/1/150.jpg
8307,167,1,img/bm/test/0/46.jpg
8307,37,1,img/bm/train/0/61.jpg
8307,84,1,img/bm/train/1/130.jpg
8324,184,2,img/bm/test/1/143.jpg
8324,20,2,img/bm/train/0/28.jpg
8324,75,2,img/bm/train/1/115.jpg
8322,182,2,img/bm/test/1/141.jpg
8322,50,2,img/bm/train/0/78.jpg
8322,112,2,img/bm/train/1/178.jpg
8320,180,1,img/bm/test/0/99.jpg
8320,1,1,img/bm/train/0/0.jpg
8320,79,1,img/bm/train/1/121.jpg
8310,170,2,img/bm/test/0/49.jpg
8310,59,2,img/bm/train/0/88.jpg
8310,62,2,img/bm/train/1/101.jpg
8339,199,1,img/bm/test/1/198.jpg
8339,43,1,img/bm/train/0/70.jpg
8339,119,1,img/bm/train/1/188.jpg
8304,164,1,img/bm/test/0/43.jpg
8304,4,1,img/bm/train/0/5.jpg
8304,100,1,img/bm/train/1/163.jpg
8301,161,1,img/bm/test/0/40.jpg
8301,45,1,img/bm/train/0/72.jpg
8301,108,1,img/bm/train/1/173.jpg
8197,175,1,img/bm/test/0/94.jpg
8197,31,1,img/bm/train/0/54.jpg
8197,108,1,img/bm/train/1/173.jpg
8209,187,1,img/bm/test/1/146.jpg
8209,94,1,img/bm/train/1/152.jpg
8209,28,1,img/bm/train/0/51.jpg
8185,163,1,img/bm/test/0/42.jpg
8185,55,1,img/bm/train/0/83.jpg
8185,108,1,img/bm/train/1/173.jpg
8187,165,2,img/bm/test/0/44.jpg
8187,44,2,img/bm/train/0/71.jpg
8187,108,2,img/bm/train/1/173.jpg
8211,189,2,img/bm/test/1/148.jpg
8211,92,2,img/bm/train/1/139.jpg
8211,28,2,img/bm/train/0/51.jpg
8190,168,1,img/bm/test/0/47.jpg
8190,55,1,img/bm/train/0/83.jpg
8190,99,1,img/bm/train/1/161.jpg
8219,197,2,img/bm/test/1/196.jpg
8219,82,2,img/bm/train/1/127.jpg
8219,28,2,img/bm/train/0/51.jpg
8218,196,1,img/bm/test/1/195.jpg
8218,92,1,img/bm/train/1/139.jpg
8218,28,1,img/bm/train/0/51.jpg
8210,188,1,img/bm/test/1/147.jpg
